9120, 25935, 95, 95, 0, 0, 0, 0
9519, 26573, 99, 99, 0, 0, 0, 0
14197, 597744, 142, 501, 0, 0, 0, 0
9180, 25995, 96, 96, 0, 0, 0, 0
22623, 40545, 122, 125, 0, 0, 0, 0
9084, 25722, 95, 95, 0, 0, 0, 0
9120, 25935, 95, 95, 0, 0, 0, 0
342342, 360514, 347, 346, 0, 0, 0, 0
9084, 25995, 95, 96, 0, 0, 0, 0
9120, 25662, 95, 94, 0, 0, 0, 0
9217, 26446, 96, 97, 0, 0, 0, 0
9120, 25935, 95, 95, 0, 0, 0, 0
9240, 26055, 97, 97, 0, 0, 0, 0
9217, 26446, 96, 97, 0, 0, 0, 0
9120, 25935, 95, 95, 0, 0, 0, 0
23822, 25759, 119, 116, 0, 0, 0, 0
208329, 59647, 257, 148, 0, 0, 0, 0
8544, 62300, 89, 89, 0, 0, 0, 0
13291, 70870, 116, 132, 0, 0, 0, 0
47362, 76336, 148, 159, 0, 0, 0, 0
8544, 78765, 89, 89, 0, 0, 0, 0
8928, 82305, 93, 93, 0, 0, 0, 0
25052, 82811, 107, 108, 0, 0, 0, 0
8928, 82305, 93, 93, 0, 0, 0, 0
8928, 82305, 93, 93, 0, 0, 0, 0
9926, 86216, 100, 106, 0, 0, 0, 0
9168, 82971, 97, 101, 0, 0, 0, 0
8928, 82491, 93, 93, 0, 0, 0, 0
9025, 83002, 94, 95, 0, 0, 0, 0
9084, 83438, 95, 95, 0, 0, 0, 0
9024, 83378, 94, 94, 0, 0, 0, 0
13020, 86547, 101, 107, 0, 0, 0, 0
16104, 84126, 106, 110, 0, 0, 0, 0
16435, 85222, 108, 110, 0, 0, 0, 0
9121, 83893, 95, 96, 0, 0, 0, 0
9024, 83378, 94, 94, 0, 0, 0, 0
9024, 83378, 94, 94, 0, 0, 0, 0
9830, 87081, 99, 105, 0, 0, 0, 0
9024, 83378, 94, 94, 0, 0, 0, 0
8928, 82491, 93, 93, 0, 0, 0, 0
9121, 83893, 95, 96, 0, 0, 0, 0
10419, 84487, 96, 98, 0, 0, 0, 0
13227, 87207, 110, 117, 0, 0, 0, 0
11703, 89832, 106, 118, 0, 0, 0, 0
9185, 83307, 95, 95, 0, 0, 0, 0
9024, 83378, 94, 94, 0, 0, 0, 0
9121, 83893, 95, 96, 0, 0, 0, 0
