9120, 25935, 95, 95, 0, 0, 0, 0
9343, 26513, 98, 98, 0, 0, 0, 0
14797, 489457, 137, 428, 0, 0, 0, 0
9180, 25995, 96, 96, 0, 0, 0, 0
31289, 40973, 129, 128, 0, 0, 0, 0
10797, 22877, 89, 90, 0, 0, 0, 0
17489, 34799, 119, 126, 0, 0, 0, 0
846898, 374465, 711, 391, 0, 0, 0, 0
8892, 36422, 93, 93, 0, 0, 0, 0
13385, 41263, 116, 126, 0, 0, 0, 0
9025, 37246, 94, 95, 0, 0, 0, 0
11450, 41818, 113, 120, 0, 0, 0, 0
10229, 39445, 104, 104, 0, 0, 0, 0
26403, 41309, 127, 129, 0, 0, 0, 0
25212, 133782, 245, 262, 0, 0, 0, 0
25764, 134204, 251, 264, 0, 0, 0, 0
55287, 87478, 235, 215, 0, 0, 0, 0
36858, 101028, 258, 198, 0, 0, 0, 0
23126, 93734, 180, 149, 0, 0, 0, 0
22915, 85412, 112, 112, 0, 0, 0, 0
9846, 84374, 100, 99, 0, 0, 0, 0
9750, 83487, 99, 98, 0, 0, 0, 0
9847, 84000, 100, 100, 0, 0, 0, 0
15020, 85337, 120, 110, 0, 0, 0, 0
20170, 86949, 139, 118, 0, 0, 0, 0
15063, 86561, 121, 111, 0, 0, 0, 0
9750, 83490, 99, 98, 0, 0, 0, 0
9846, 84377, 100, 99, 0, 0, 0, 0
13221, 85245, 104, 104, 0, 0, 0, 0
28485, 87036, 134, 125, 0, 0, 0, 0
26506, 87837, 140, 119, 0, 0, 0, 0
18183, 86562, 121, 111, 0, 0, 0, 0
9750, 83490, 99, 98, 0, 0, 0, 0
9846, 84377, 100, 99, 0, 0, 0, 0
9943, 84892, 101, 101, 0, 0, 0, 0
18080, 86107, 119, 109, 0, 0, 0, 0
27461, 87243, 141, 120, 0, 0, 0, 0
18027, 85675, 119, 110, 0, 0, 0, 0
10801, 84670, 101, 101, 0, 0, 0, 0
12972, 84946, 108, 110, 0, 0, 0, 0
17353, 85562, 118, 109, 0, 0, 0, 0
23676, 88036, 137, 122, 0, 0, 0, 0
33183, 89209, 156, 127, 0, 0, 0, 0
27889, 87410, 143, 121, 0, 0, 0, 0
12720, 84653, 105, 101, 0, 0, 0, 0
9750, 83490, 99, 98, 0, 0, 0, 0
10003, 85012, 102, 103, 0, 0, 0, 0
18221, 86107, 120, 109, 0, 0, 0, 0
25821, 87784, 139, 120, 0, 0, 0, 0
19087, 86088, 124, 115, 0, 0, 0, 0
9846, 84377, 100, 99, 0, 0, 0, 0
10861, 86192, 108, 112, 0, 0, 0, 0
10266, 73911, 100, 101, 0, 0, 0, 0
20504, 87512, 136, 129, 0, 0, 0, 0
26918, 77478, 152, 137, 0, 0, 0, 0
45722, 85394, 206, 182, 0, 0, 0, 0
