9216, 26208, 96, 96, 0, 0, 0, 0
12365, 820616, 145, 630, 0, 0, 0, 0
13370, 307938, 130, 305, 0, 0, 0, 0
9300, 26115, 98, 98, 0, 0, 0, 0
210947, 41414, 259, 142, 0, 0, 0, 0
9144, 25782, 96, 96, 0, 0, 0, 0
10376, 222700, 112, 232, 0, 0, 0, 0
340089, 362175, 340, 341, 0, 0, 0, 0
9120, 25662, 95, 94, 0, 0, 0, 0
9240, 26055, 97, 97, 0, 0, 0, 0
9283, 26512, 97, 98, 0, 0, 0, 0
9120, 25935, 95, 95, 0, 0, 0, 0
9150, 25788, 96, 96, 0, 0, 0, 0
9217, 26446, 96, 97, 0, 0, 0, 0
24238, 32901, 123, 120, 0, 0, 0, 0
23576, 654964, 169, 538, 0, 0, 0, 0
13873, 851272, 161, 646, 0, 0, 0, 0
13445, 82945, 115, 130, 0, 0, 0, 0
47700, 89553, 153, 160, 0, 0, 0, 0
9349, 81306, 100, 97, 0, 0, 0, 0
8832, 81420, 92, 92, 0, 0, 0, 0
25260, 84070, 108, 108, 0, 0, 0, 0
9121, 83703, 95, 96, 0, 0, 0, 0
8909, 81142, 92, 93, 0, 0, 0, 0
9620, 84575, 97, 101, 0, 0, 0, 0
9265, 83484, 98, 103, 0, 0, 0, 0
8928, 82491, 93, 93, 0, 0, 0, 0
9024, 83378, 94, 94, 0, 0, 0, 0
9025, 83006, 94, 95, 0, 0, 0, 0
9024, 83378, 94, 94, 0, 0, 0, 0
9817, 85889, 99, 104, 0, 0, 0, 0
23828, 87516, 124, 131, 0, 0, 0, 0
12731, 84308, 101, 102, 0, 0, 0, 0
9024, 84265, 94, 95, 0, 0, 0, 0
9121, 83006, 95, 95, 0, 0, 0, 0
9024, 83378, 94, 94, 0, 0, 0, 0
9601, 84882, 96, 101, 0, 0, 0, 0
9025, 83006, 94, 95, 0, 0, 0, 0
9024, 83378, 94, 94, 0, 0, 0, 0
8928, 82491, 93, 93, 0, 0, 0, 0
10259, 83299, 95, 97, 0, 0, 0, 0
12713, 86562, 104, 110, 0, 0, 0, 0
10295, 89397, 102, 111, 0, 0, 0, 0
10667, 85597, 101, 105, 0, 0, 0, 0
9024, 83378, 94, 94, 0, 0, 0, 0
9024, 83378, 94, 94, 0, 0, 0, 0
9025, 83006, 94, 95, 0, 0, 0, 0
9024, 83378, 94, 94, 0, 0, 0, 0
9985, 88450, 100, 105, 0, 0, 0, 0
9121, 83893, 95, 96, 0, 0, 0, 0
9084, 83498, 95, 96, 0, 0, 0, 0
9204, 83738, 97, 100, 0, 0, 0, 0
9025, 83006, 94, 95, 0, 0, 0, 0
8988, 82611, 94, 95, 0, 0, 0, 0
9889, 87581, 99, 104, 0, 0, 0, 0
9121, 83893, 95, 96, 0, 0, 0, 0
9819, 82298, 101, 106, 0, 0, 0, 0
13266, 76204, 111, 114, 0, 0, 0, 0
15294, 77258, 126, 138, 0, 0, 0, 0
20406, 63478, 121, 119, 0, 0, 0, 0
18399, 77410, 126, 136, 0, 0, 0, 0
18125, 81854, 110, 116, 0, 0, 0, 0
25111, 86500, 117, 123, 0, 0, 0, 0
20020, 84245, 107, 109, 0, 0, 0, 0
12410, 85043, 98, 100, 0, 0, 0, 0
15871, 84605, 102, 102, 0, 0, 0, 0
12486, 84252, 98, 99, 0, 0, 0, 0
9467, 84935, 97, 100, 0, 0, 0, 0
9197, 83899, 95, 96, 0, 0, 0, 0
9024, 83378, 94, 94, 0, 0, 0, 0
9121, 83893, 95, 96, 0, 0, 0, 0
9197, 84211, 95, 96, 0, 0, 0, 0
