1, 0, 2, 9.0, 21.0, -1
1, 1, 7, 9.0, 21.0, -1
1, 2, 7, 9.0, 21.0, -1
1, 3, 2, 9.0, 21.0, -1
1, 4, 2, 9.0, 21.0, -1
1, 5, 2, 9.0, 21.0, -1
1, 6, 2, 9.0, 21.0, -1
1, 7, 2, 9.0, 22.0, -1
1, 8, 7, 10.0, 21.0, -1
1, 9, 7, 10.0, 21.0, -1
1, 10, 7, 10.0, 21.0, -1
1, 11, 7, 10.0, 21.0, -1
1, 12, 7, 10.0, 21.0, -1
1, 13, 2, 10.0, 22.0, -1
1, 14, 2, 10.0, 22.0, -1
1, 15, 7, 10.0, 22.0, -1
1, 16, 7, 10.0, 22.0, -1
1, 17, 2, 10.0, 22.0, -1
1, 18, 3, 10.0, 23.0, -1
1, 19, 3, 10.0, 23.0, -1
1, 20, 3, 10.0, 23.0, -1
1, 21, 3, 10.0, 23.0, -1
1, 22, 3, 10.0, 23.0, -1
1, 23, 3, 10.0, 23.0, -1
1, 24, 3, 10.0, 23.0, -1
1, 25, 3, 10.0, 23.0, -1
1, 26, 3, 10.0, 23.0, -1
1, 27, 3, 10.0, 24.0, -1
1, 28, 6, 10.0, 24.0, -1
1, 29, 6, 11.0, 23.0, -1
1, 30, 6, 11.0, 24.0, -1
1, 31, 5, 11.0, 24.0, -1
1, 32, 6, 11.0, 24.0, -1
1, 33, 6, 11.0, 24.0, -1
1, 34, 6, 11.0, 24.0, -1
1, 35, 6, 11.0, 24.0, -1
1, 36, 6, 11.0, 24.0, -1
1, 37, 6, 11.0, 24.0, -1
1, 38, 6, 11.0, 24.0, -1
1, 39, 5, 11.0, 24.0, -1
1, 40, 5, 11.0, 24.0, -1
1, 41, 5, 11.0, 24.0, -1
1, 42, 5, 11.0, 24.0, -1
1, 43, 0, 11.0, 24.0, -1
1, 44, 5, 11.0, 24.0, -1
1, 45, 5, 11.0, 24.0, -1
1, 46, 5, 11.0, 24.0, -1
1, 47, 5, 11.0, 25.0, -1
1, 48, 5, 11.0, 25.0, -1
1, 49, 0, 11.0, 25.0, -1
1, 50, 0, 12.0, 24.0, -1
1, 51, 0, 12.0, 24.0, -1
1, 52, 0, 12.0, 24.0, -1
1, 53, 0, 12.0, 25.0, -1
1, 54, 0, 12.0, 25.0, -1
1, 55, 4, 12.0, 25.0, -1
1, 56, 4, 12.0, 25.0, -1
1, 57, 0, 12.0, 25.0, -1
1, 58, 4, 12.0, 25.0, -1
1, 59, 4, 12.0, 25.0, -1
1, 60, 0, 12.0, 25.0, -1
1, 61, 4, 12.0, 25.0, -1
1, 62, 4, 12.0, 25.0, -1
1, 63, 0, 12.0, 25.0, -1
1, 64, 4, 12.0, 25.0, -1
1, 65, 4, 12.0, 25.0, -1
1, 66, 1, 12.0, 25.0, -1
1, 67, 4, 12.0, 25.0, -1
1, 68, 4, 12.0, 25.0, -1
1, 69, 1, 13.0, 25.0, -1
1, 70, 1, 13.0, 25.0, -1
1, 71, 1, 13.0, 25.0, -1
1, 72, 1, 13.0, 25.0, -1
1, 73, 1, 13.0, 26.0, -1
1, 74, 1, 13.0, 26.0, -1
1, 75, 1, 13.0, 26.0, -1
1, 76, 1, 13.0, 26.0, -1
1, 77, 8, 13.0, 26.0, -1
1, 78, 8, 13.0, 26.0, -1
1, 79, 8, 13.0, 26.0, -1
1, 80, 8, 13.0, 26.0, -1
1, 81, 8, 13.0, 26.0, -1
1, 82, 8, 13.0, 26.0, -1
1, 83, 8, 13.0, 26.0, -1
1, 84, 1, 13.0, 27.0, -1
1, 85, 8, 13.0, 27.0, -1
1, 86, 8, 13.0, 27.0, -1
1, 87, 8, 13.0, 27.0, -1
0, 88, 7, 21.0, 33.0, -1
0, 89, 7, 21.0, 33.0, -1
0, 90, 7, 21.0, 33.0, -1
0, 91, 7, 21.0, 33.0, -1
0, 92, 2, 21.0, 33.0, -1
0, 93, 2, 21.0, 34.0, -1
0, 94, 2, 21.0, 34.0, -1
0, 95, 7, 22.0, 33.0, -1
0, 96, 2, 22.0, 34.0, -1
0, 97, 7, 22.0, 34.0, -1
0, 98, 7, 22.0, 34.0, -1
0, 99, 2, 22.0, 34.0, -1
0, 100, 2, 22.0, 34.0, -1
0, 101, 7, 22.0, 34.0, -1
0, 102, 7, 22.0, 34.0, -1
0, 103, 2, 22.0, 34.0, -1
0, 104, 2, 22.0, 35.0, -1
0, 105, 2, 22.0, 35.0, -1
0, 106, 3, 23.0, 35.0, -1
0, 107, 6, 23.0, 35.0, -1
0, 108, 3, 23.0, 35.0, -1
0, 109, 3, 23.0, 35.0, -1
0, 110, 3, 23.0, 36.0, -1
0, 111, 3, 23.0, 36.0, -1
0, 112, 3, 23.0, 36.0, -1
0, 113, 3, 23.0, 36.0, -1
0, 114, 3, 23.0, 36.0, -1
1, 115, 5, 24.0, 36.0, -1
1, 116, 5, 24.0, 37.0, -1
0, 117, 5, 24.0, 36.0, -1
0, 118, 6, 24.0, 36.0, -1
0, 119, 6, 24.0, 36.0, -1
0, 120, 3, 24.0, 36.0, -1
0, 121, 6, 24.0, 36.0, -1
0, 122, 6, 24.0, 36.0, -1
0, 123, 0, 24.0, 36.0, -1
0, 124, 5, 24.0, 36.0, -1
0, 125, 6, 24.0, 36.0, -1
0, 126, 5, 24.0, 36.0, -1
0, 127, 6, 24.0, 36.0, -1
0, 128, 6, 24.0, 37.0, -1
0, 129, 3, 24.0, 37.0, -1
1, 130, 0, 25.0, 36.0, -1
1, 131, 4, 25.0, 37.0, -1
1, 132, 1, 25.0, 37.0, -1
1, 133, 0, 25.0, 37.0, -1
1, 134, 4, 25.0, 37.0, -1
1, 135, 0, 25.0, 37.0, -1
1, 136, 0, 25.0, 37.0, -1
1, 137, 1, 25.0, 37.0, -1
1, 138, 1, 25.0, 37.0, -1
1, 139, 0, 25.0, 37.0, -1
1, 140, 0, 25.0, 37.0, -1
1, 141, 5, 25.0, 37.0, -1
1, 142, 4, 25.0, 37.0, -1
1, 143, 4, 25.0, 37.0, -1
1, 144, 4, 25.0, 37.0, -1
1, 145, 0, 25.0, 37.0, -1
1, 146, 0, 25.0, 37.0, -1
1, 147, 4, 25.0, 38.0, -1
1, 148, 5, 25.0, 38.0, -1
1, 149, 0, 25.0, 38.0, -1
1, 150, 5, 25.0, 38.0, -1
0, 151, 5, 25.0, 36.0, -1
0, 152, 6, 25.0, 36.0, -1
0, 153, 6, 25.0, 37.0, -1
0, 154, 5, 25.0, 37.0, -1
1, 155, 1, 26.0, 38.0, -1
1, 156, 4, 26.0, 38.0, -1
1, 157, 1, 26.0, 38.0, -1
1, 158, 1, 26.0, 38.0, -1
1, 159, 8, 26.0, 38.0, -1
1, 160, 1, 26.0, 38.0, -1
1, 161, 4, 26.0, 38.0, -1
1, 162, 8, 26.0, 38.0, -1
1, 163, 8, 26.0, 38.0, -1
1, 164, 4, 26.0, 38.0, -1
1, 165, 4, 26.0, 38.0, -1
1, 166, 8, 26.0, 39.0, -1
1, 167, 1, 26.0, 39.0, -1
1, 168, 1, 26.0, 39.0, -1
1, 169, 8, 26.0, 40.0, -1
1, 170, 1, 27.0, 38.0, -1
1, 171, 8, 27.0, 39.0, -1
1, 172, 8, 27.0, 39.0, -1
1, 173, 8, 27.0, 39.0, -1
1, 174, 8, 27.0, 40.0, -1
1, 175, 8, 27.0, 40.0, -1
0, 176, 7, 33.0, 45.0, -1
0, 177, 7, 33.0, 45.0, -1
0, 178, 2, 33.0, 45.0, -1
0, 179, 7, 33.0, 45.0, -1
0, 180, 7, 33.0, 45.0, -1
0, 181, 7, 33.0, 45.0, -1
0, 182, 7, 34.0, 45.0, -1
0, 183, 2, 34.0, 46.0, -1
0, 184, 2, 34.0, 46.0, -1
0, 185, 7, 34.0, 46.0, -1
0, 186, 2, 34.0, 46.0, -1
0, 187, 2, 34.0, 46.0, -1
0, 188, 2, 34.0, 46.0, -1
0, 189, 7, 34.0, 46.0, -1
0, 190, 2, 34.0, 46.0, -1
0, 191, 7, 34.0, 47.0, -1
0, 192, 6, 35.0, 47.0, -1
0, 193, 3, 35.0, 47.0, -1
0, 194, 2, 35.0, 47.0, -1
0, 195, 3, 35.0, 47.0, -1
0, 196, 2, 35.0, 48.0, -1
0, 197, 3, 35.0, 48.0, -1
1, 198, 0, 36.0, 48.0, -1
1, 199, 5, 36.0, 48.0, -1
0, 200, 5, 36.0, 48.0, -1
0, 201, 3, 36.0, 48.0, -1
0, 202, 3, 36.0, 48.0, -1
0, 203, 3, 36.0, 48.0, -1
0, 204, 3, 36.0, 48.0, -1
0, 205, 6, 36.0, 49.0, -1
1, 206, 1, 37.0, 49.0, -1
1, 207, 5, 37.0, 49.0, -1
1, 208, 0, 37.0, 49.0, -1
1, 209, 1, 37.0, 49.0, -1
1, 210, 0, 37.0, 49.0, -1
1, 211, 5, 37.0, 49.0, -1
1, 212, 0, 37.0, 49.0, -1
1, 213, 4, 37.0, 49.0, -1
1, 214, 0, 37.0, 49.0, -1
1, 215, 1, 37.0, 49.0, -1
1, 216, 0, 37.0, 49.0, -1
1, 217, 4, 37.0, 49.0, -1
1, 218, 4, 37.0, 50.0, -1
0, 219, 6, 37.0, 48.0, -1
0, 220, 6, 37.0, 48.0, -1
0, 221, 6, 37.0, 48.0, -1
0, 222, 0, 37.0, 48.0, -1
0, 223, 3, 37.0, 48.0, -1
0, 224, 6, 37.0, 48.0, -1
0, 225, 6, 37.0, 48.0, -1
0, 226, 5, 37.0, 48.0, -1
0, 227, 6, 37.0, 48.0, -1
0, 228, 3, 37.0, 49.0, -1
0, 229, 5, 37.0, 49.0, -1
0, 230, 5, 37.0, 49.0, -1
0, 231, 5, 37.0, 49.0, -1
0, 232, 6, 37.0, 49.0, -1
0, 233, 6, 37.0, 49.0, -1
0, 234, 3, 37.0, 49.0, -1
1, 235, 8, 38.0, 50.0, -1
1, 236, 5, 38.0, 50.0, -1
1, 237, 0, 38.0, 50.0, -1
1, 238, 1, 38.0, 50.0, -1
1, 239, 8, 38.0, 50.0, -1
1, 240, 4, 38.0, 50.0, -1
1, 241, 1, 38.0, 50.0, -1
1, 242, 4, 38.0, 50.0, -1
1, 243, 1, 38.0, 50.0, -1
1, 244, 4, 38.0, 50.0, -1
1, 245, 8, 38.0, 50.0, -1
1, 246, 1, 38.0, 50.0, -1
1, 247, 0, 38.0, 50.0, -1
1, 248, 4, 38.0, 50.0, -1
1, 249, 1, 38.0, 50.0, -1
1, 250, 0, 38.0, 50.0, -1
1, 251, 4, 38.0, 50.0, -1
1, 252, 4, 38.0, 51.0, -1
1, 253, 5, 38.0, 51.0, -1
1, 254, 1, 39.0, 51.0, -1
